core_str,trait_name,trait_value,sample_size,hit_count,hit_rate_pct,baseline_rate_pct,relative_lift_x,lift_pct_points,confidence_score,sample_tier,meets_signal_floor,usable_broad_seed_signal,usable_tiebreak_seed_signal
138,seed_sorted,0012,102,2,1.961,0.351,5.583,1.61,0.006936,STABLE_100_249,False,False,False
138,seed_sorted,1149,103,2,1.942,0.351,5.529,1.591,0.006788,STABLE_100_249,False,False,False
138,seed_sorted,1559,103,2,1.942,0.351,5.529,1.591,0.006788,STABLE_100_249,False,False,False
138,seed_digit_family,289,331,4,1.208,0.351,3.441,0.857,0.006667,STRONG_STABLE_250_PLUS,False,False,False
138,seed_sorted,2249,104,2,1.923,0.351,5.476,1.572,0.006642,STABLE_100_249,False,False,False
138,seed_sorted,1678,207,3,1.449,0.351,4.127,1.098,0.006618,STABLE_100_249,False,False,False
138,seed_digit_family,1678,207,3,1.449,0.351,4.127,1.098,0.006618,STABLE_100_249,False,False,False
138,seed_shape,quad,105,2,1.905,0.351,5.424,1.554,0.006504,STABLE_100_249,False,False,False
138,seed_sorted,0013,106,2,1.887,0.351,5.373,1.536,0.006368,STABLE_100_249,False,False,False
138,seed_sorted,4599,106,2,1.887,0.351,5.373,1.536,0.006368,STABLE_100_249,False,False,False
138,seed_sorted,5578,107,2,1.869,0.351,5.322,1.518,0.006234,STABLE_100_249,False,False,False
138,seed_sorted,0133,108,2,1.852,0.351,5.273,1.501,0.006107,STABLE_100_249,False,False,False
138,seed_sorted,3378,109,2,1.835,0.351,5.225,1.484,0.005983,STABLE_100_249,False,False,False
145,seed_sorted,5599,44,3,6.818,0.347,19.656,6.471,0.080735,EXPLORATORY_25_49,False,False,False
145,seed_digit_family,59,135,4,2.963,0.347,8.542,2.616,0.0499,STABLE_100_249,False,False,False
145,seed_sorted,6799,114,3,2.632,0.347,7.587,2.285,0.025008,STABLE_100_249,False,False,False
145,seed_sorted,0018,115,3,2.609,0.347,7.521,2.262,0.024541,STABLE_100_249,False,False,False
145,seed_sorted,2368,201,4,1.99,0.347,5.737,1.643,0.021049,STABLE_100_249,False,False,False
145,seed_digit_family,2368,201,4,1.99,0.347,5.737,1.643,0.021049,STABLE_100_249,False,False,False
145,seed_sorted,4678,228,4,1.754,0.347,5.058,1.408,0.015902,STABLE_100_249,False,False,False
145,seed_digit_family,4678,228,4,1.754,0.347,5.058,1.408,0.015902,STABLE_100_249,False,False,False
145,seed_sorted,5668,93,2,2.151,0.347,6.2,1.804,0.007927,CANDIDATE_50_99,False,False,False
145,seed_sorted,3577,96,2,2.083,0.347,6.006,1.736,0.007629,CANDIDATE_50_99,False,False,False
145,seed_sorted,0113,104,2,1.923,0.347,5.544,1.576,0.006659,STABLE_100_249,False,False,False
145,seed_sorted,3599,104,2,1.923,0.347,5.544,1.576,0.006659,STABLE_100_249,False,False,False
145,seed_sorted,0579,210,3,1.429,0.347,4.118,1.082,0.006428,STABLE_100_249,False,False,False
145,seed_digit_family,0579,210,3,1.429,0.347,4.118,1.082,0.006428,STABLE_100_249,False,False,False
145,seed_digit_family,359,342,4,1.17,0.347,3.372,0.823,0.006197,STRONG_STABLE_250_PLUS,False,False,False
145,seed_digit_family,018,344,4,1.163,0.347,3.352,0.816,0.006108,STRONG_STABLE_250_PLUS,False,False,False
145,seed_sorted,4689,219,3,1.37,0.347,3.949,1.023,0.005828,STABLE_100_249,False,False,False
145,seed_digit_family,4689,219,3,1.37,0.347,3.949,1.023,0.005828,STABLE_100_249,False,False,False
145,seed_sorted,0017,111,2,1.802,0.347,5.194,1.455,0.00576,STABLE_100_249,False,False,False
145,seed_sorted,1388,111,2,1.802,0.347,5.194,1.455,0.00576,STABLE_100_249,False,False,False
145,seed_sorted,3455,112,2,1.786,0.347,5.148,1.439,0.005646,STABLE_100_249,False,False,False
145,seed_sorted,1348,222,3,1.351,0.347,3.896,1.004,0.005643,STABLE_100_249,False,False,False
145,seed_digit_family,1348,222,3,1.351,0.347,3.896,1.004,0.005643,STABLE_100_249,False,False,False
145,seed_sorted,4589,224,3,1.339,0.347,3.861,0.992,0.005525,STABLE_100_249,False,False,False
145,seed_digit_family,4589,224,3,1.339,0.347,3.861,0.992,0.005525,STABLE_100_249,False,False,False
389,seed_sorted,1244,103,3,2.913,0.405,7.191,2.508,0.03038,STABLE_100_249,False,False,False
389,seed_sorted,5669,104,3,2.885,0.405,7.122,2.48,0.029752,STABLE_100_249,False,False,False
389,seed_sorted,1799,110,3,2.727,0.405,6.733,2.322,0.026337,STABLE_100_249,False,False,False
389,seed_sorted,6788,112,3,2.679,0.405,6.613,2.274,0.025332,STABLE_100_249,False,False,False
389,seed_sorted,0034,113,3,2.655,0.405,6.554,2.25,0.024843,STABLE_100_249,False,False,False
389,seed_sorted,2257,122,3,2.459,0.405,6.071,2.054,0.021006,STABLE_100_249,False,False,False
389,seed_sorted,0246,211,4,1.896,0.405,4.68,1.491,0.018197,STABLE_100_249,False,False,False
389,seed_digit_family,0246,211,4,1.896,0.405,4.68,1.491,0.018197,STABLE_100_249,False,False,False
389,seed_sorted,0269,230,4,1.739,0.405,4.294,1.334,0.014936,STABLE_100_249,False,False,False
389,seed_digit_family,0269,230,4,1.739,0.405,4.294,1.334,0.014936,STABLE_100_249,False,False,False
389,seed_sorted,1246,195,3,1.538,0.405,3.798,1.133,0.007249,STABLE_100_249,False,False,False
389,seed_digit_family,1246,195,3,1.538,0.405,3.798,1.133,0.007249,STABLE_100_249,False,False,False
389,seed_sorted,1355,99,2,2.02,0.405,4.988,1.615,0.007097,CANDIDATE_50_99,False,False,False
389,seed_digit_family,579,318,4,1.258,0.405,3.105,0.853,0.006907,STRONG_STABLE_250_PLUS,False,False,False
389,seed_digit_family,569,319,4,1.254,0.405,3.096,0.849,0.006853,STRONG_STABLE_250_PLUS,False,False,False
389,seed_sorted,0699,101,2,1.98,0.405,4.889,1.575,0.006853,STABLE_100_249,False,False,False
389,seed_sorted,1778,101,2,1.98,0.405,4.889,1.575,0.006853,STABLE_100_249,False,False,False
389,seed_sorted,4669,103,2,1.942,0.405,4.794,1.537,0.006558,STABLE_100_249,False,False,False
389,seed_sorted,0113,104,2,1.923,0.405,4.748,1.518,0.006414,STABLE_100_249,False,False,False
389,seed_sorted,3679,209,3,1.435,0.405,3.544,1.03,0.006149,STABLE_100_249,False,False,False
389,seed_digit_family,3679,209,3,1.435,0.405,3.544,1.03,0.006149,STABLE_100_249,False,False,False
389,seed_sorted,0058,106,2,1.887,0.405,4.658,1.482,0.006144,STABLE_100_249,False,False,False
389,seed_sorted,0226,108,2,1.852,0.405,4.572,1.447,0.005888,STABLE_100_249,False,False,False
389,seed_sorted,5779,109,2,1.835,0.405,4.53,1.43,0.005765,STABLE_100_249,False,False,False
389,seed_sorted,5788,109,2,1.835,0.405,4.53,1.43,0.005765,STABLE_100_249,False,False,False
457,seed_sorted,2238,102,3,2.941,0.392,7.501,2.549,0.031179,STABLE_100_249,False,False,False
457,seed_sorted,0668,103,3,2.913,0.392,7.428,2.521,0.030538,STABLE_100_249,False,False,False
457,seed_sorted,1488,106,3,2.83,0.392,7.218,2.438,0.028696,STABLE_100_249,False,False,False
457,seed_sorted,2499,107,3,2.804,0.392,7.15,2.412,0.028125,STABLE_100_249,False,False,False
457,seed_sorted,3356,115,3,2.609,0.392,6.653,2.217,0.024053,STABLE_100_249,False,False,False
457,seed_sorted,3458,208,4,1.923,0.392,4.904,1.531,0.018954,STABLE_100_249,False,False,False
457,seed_digit_family,3458,208,4,1.923,0.392,4.904,1.531,0.018954,STABLE_100_249,False,False,False
457,seed_sorted,1444,43,2,4.651,0.392,11.862,4.259,0.018716,EXPLORATORY_25_49,False,False,False
457,seed_digit_family,13,132,3,2.273,0.392,5.796,1.881,0.017779,STABLE_100_249,False,False,False
457,seed_sorted,3344,50,2,4.0,0.392,10.201,3.608,0.015855,CANDIDATE_50_99,False,False,False
457,seed_sorted,1133,62,2,3.226,0.392,8.227,2.834,0.012454,CANDIDATE_50_99,False,False,False
457,seed_digit_family,148,309,4,1.294,0.392,3.301,0.902,0.007517,STRONG_STABLE_250_PLUS,False,False,False
457,seed_sorted,2355,97,2,2.062,0.392,5.258,1.67,0.007339,CANDIDATE_50_99,False,False,False
457,seed_sorted,1355,99,2,2.02,0.392,5.152,1.628,0.007154,CANDIDATE_50_99,False,False,False
457,seed_sorted,0048,101,2,1.98,0.392,5.05,1.588,0.006909,STABLE_100_249,False,False,False
457,seed_digit_family,249,325,4,1.231,0.392,3.139,0.839,0.006648,STRONG_STABLE_250_PLUS,False,False,False
457,seed_sorted,0114,103,2,1.942,0.392,4.952,1.55,0.006613,STABLE_100_249,False,False,False
457,seed_sorted,1149,103,2,1.942,0.392,4.952,1.55,0.006613,STABLE_100_249,False,False,False
457,seed_digit_family,238,328,4,1.22,0.392,3.11,0.827,0.006493,STRONG_STABLE_250_PLUS,False,False,False
457,seed_sorted,3348,106,2,1.887,0.392,4.812,1.495,0.006198,STABLE_100_249,False,False,False
457,seed_sorted,1889,107,2,1.869,0.392,4.767,1.477,0.006066,STABLE_100_249,False,False,False
457,seed_sorted,2344,108,2,1.852,0.392,4.723,1.46,0.005941,STABLE_100_249,False,False,False
457,seed_digit_family,278,340,4,1.176,0.392,3.0,0.784,0.005938,STRONG_STABLE_250_PLUS,False,False,False
457,seed_digit_family,359,342,4,1.17,0.392,2.983,0.777,0.00585,STRONG_STABLE_250_PLUS,False,False,False
457,seed_sorted,2269,110,2,1.818,0.392,4.637,1.426,0.005697,STABLE_100_249,False,False,False
567,seed_sorted,0044,53,3,5.66,0.355,15.923,5.305,0.06619,CANDIDATE_50_99,False,False,False
567,seed_digit_family,247,337,6,1.78,0.355,5.008,1.425,0.029622,STRONG_STABLE_250_PLUS,False,False,False
567,seed_sorted,0446,112,3,2.679,0.355,7.535,2.323,0.025878,STABLE_100_249,False,False,False
567,seed_sorted,2447,113,3,2.655,0.355,7.468,2.299,0.025384,STABLE_100_249,False,False,False
567,seed_sorted,3357,114,3,2.632,0.355,7.403,2.276,0.02491,STABLE_100_249,False,False,False
567,seed_sorted,1569,190,4,2.105,0.355,5.922,1.75,0.023718,STABLE_100_249,False,False,False
567,seed_digit_family,1569,190,4,2.105,0.355,5.922,1.75,0.023718,STABLE_100_249,False,False,False
567,seed_sorted,1237,217,4,1.843,0.355,5.185,1.488,0.017658,STABLE_100_249,False,False,False
567,seed_digit_family,1237,217,4,1.843,0.355,5.185,1.488,0.017658,STABLE_100_249,False,False,False
567,seed_sorted,4477,47,2,4.255,0.355,11.97,3.9,0.017138,EXPLORATORY_25_49,False,False,False
567,seed_sorted,0459,220,4,1.818,0.355,5.115,1.463,0.017124,STABLE_100_249,False,False,False
567,seed_digit_family,0459,220,4,1.818,0.355,5.115,1.463,0.017124,STABLE_100_249,False,False,False
567,seed_digit_family,04,138,3,2.174,0.355,6.115,1.818,0.016437,STABLE_100_249,False,False,False
567,seed_sorted,2578,235,4,1.702,0.355,4.788,1.347,0.01476,STABLE_100_249,False,False,False
567,seed_digit_family,2578,235,4,1.702,0.355,4.788,1.347,0.01476,STABLE_100_249,False,False,False
567,seed_sorted,2277,55,2,3.636,0.355,10.229,3.281,0.014419,CANDIDATE_50_99,False,False,False
567,seed_digit_family,124,312,4,1.282,0.355,3.606,0.927,0.007651,STRONG_STABLE_250_PLUS,False,False,False
567,seed_sorted,0122,101,2,1.98,0.355,5.57,1.625,0.00707,STABLE_100_249,False,False,False
567,seed_sorted,4556,101,2,1.98,0.355,5.57,1.625,0.00707,STABLE_100_249,False,False,False
567,seed_sorted,0668,103,2,1.942,0.355,5.462,1.586,0.006767,STABLE_100_249,False,False,False
567,seed_sorted,1244,103,2,1.942,0.355,5.462,1.586,0.006767,STABLE_100_249,False,False,False
567,seed_sorted,2278,104,2,1.923,0.355,5.41,1.568,0.006625,STABLE_100_249,False,False,False
567,seed_sorted,1239,207,3,1.449,0.355,4.077,1.094,0.006594,STABLE_100_249,False,False,False
567,seed_digit_family,1239,207,3,1.449,0.355,4.077,1.094,0.006594,STABLE_100_249,False,False,False
567,seed_sorted,1249,209,3,1.435,0.355,4.038,1.08,0.006447,STABLE_100_249,False,False,False
679,seed_digit_family,25,140,4,2.857,0.379,7.535,2.478,0.045579,STABLE_100_249,False,False,False
679,seed_sorted,0347,218,5,2.294,0.379,6.049,1.914,0.039328,STABLE_100_249,False,False,False
679,seed_digit_family,0347,218,5,2.294,0.379,6.049,1.914,0.039328,STABLE_100_249,False,False,False
679,seed_sorted,2559,110,3,2.727,0.379,7.192,2.348,0.026632,STABLE_100_249,False,False,False
679,seed_sorted,0456,192,4,2.083,0.379,5.494,1.704,0.022854,STABLE_100_249,False,False,False
679,seed_digit_family,0456,192,4,2.083,0.379,5.494,1.704,0.022854,STABLE_100_249,False,False,False
679,seed_sorted,2245,119,3,2.521,0.379,6.648,2.142,0.022458,STABLE_100_249,False,False,False
679,seed_sorted,4668,123,3,2.439,0.379,6.432,2.06,0.020896,STABLE_100_249,False,False,False
679,seed_sorted,1156,124,3,2.419,0.379,6.38,2.04,0.020526,STABLE_100_249,False,False,False
679,seed_sorted,2788,126,3,2.381,0.379,6.279,2.002,0.019824,STABLE_100_249,False,False,False
679,seed_sorted,0356,217,4,1.843,0.379,4.861,1.464,0.017373,STABLE_100_249,False,False,False
679,seed_digit_family,0356,217,4,1.843,0.379,4.861,1.464,0.017373,STABLE_100_249,False,False,False
679,seed_sorted,0123,220,4,1.818,0.379,4.795,1.439,0.016843,STABLE_100_249,False,False,False
679,seed_digit_family,0123,220,4,1.818,0.379,4.795,1.439,0.016843,STABLE_100_249,False,False,False
679,seed_sorted,1478,226,4,1.77,0.379,4.668,1.391,0.015849,STABLE_100_249,False,False,False
679,seed_digit_family,1478,226,4,1.77,0.379,4.668,1.391,0.015849,STABLE_100_249,False,False,False
679,seed_digit_family,269,333,5,1.502,0.379,3.96,1.122,0.015093,STRONG_STABLE_250_PLUS,False,False,False
679,seed_digit_family,017,343,5,1.458,0.379,3.844,1.079,0.014091,STRONG_STABLE_250_PLUS,False,False,False
679,seed_sorted,2255,62,2,3.226,0.379,8.507,2.847,0.012511,CANDIDATE_50_99,False,False,False
679,seed_digit_family,279,306,4,1.307,0.379,3.447,0.928,0.007809,STRONG_STABLE_250_PLUS,False,False,False
679,seed_sorted,3346,94,2,2.128,0.379,5.611,1.748,0.007681,CANDIDATE_50_99,False,False,False
679,seed_digit_family,468,313,4,1.278,0.379,3.37,0.899,0.007396,STRONG_STABLE_250_PLUS,False,False,False
679,seed_sorted,2355,97,2,2.062,0.379,5.438,1.683,0.007396,CANDIDATE_50_99,False,False,False
679,seed_sorted,2799,98,2,2.041,0.379,5.382,1.662,0.007304,CANDIDATE_50_99,False,False,False
679,seed_sorted,1366,103,2,1.942,0.379,5.121,1.563,0.006668,STABLE_100_249,False,False,False
